Country Name,Series Name,,0
China,GDP per person employed (constant 1990 PPP $),2000,6553.757813
China,GDP per person employed (constant 1990 PPP $),2001,7053.375977
China,GDP per person employed (constant 1990 PPP $),2002,7624.646973000001
China,GDP per person employed (constant 1990 PPP $),2003,8304.691406
China,GDP per person employed (constant 1990 PPP $),2004,9067.948242
China,GDP per person employed (constant 1990 PPP $),2005,10012.6123
China,GDP per person employed (constant 1990 PPP $),2006,11209.3877
China,GDP per person employed (constant 1990 PPP $),2007,12703.79297
China,GDP per person employed (constant 1990 PPP $),2008,13951.99316
China,GDP per person employed (constant 1990 PPP $),2009,15207.083980000001
China,GDP per person employed (constant 1990 PPP $),2010,16777.57617
China,GDP per person employed (constant 1990 PPP $),2011,18326.94336
China,GDP per person employed (constant 1990 PPP $),2012,19730.35547
China,GDP per person employed (constant 1990 PPP $),2013,21230.38086
China,GDP per person employed (constant 1990 PPP $),2014,22763.43359
China,Access to electricity (% of population),2000,96.243927
China,Access to electricity (% of population),2001,96.55620575
China,Access to electricity (% of population),2002,96.85614014
China,Access to electricity (% of population),2003,97.1497879
China,Access to electricity (% of population),2004,97.44321442
China,Access to electricity (% of population),2005,97.74249268
China,Access to electricity (% of population),2006,98.06681061
China,Access to electricity (% of population),2007,98.39870453
China,Access to electricity (% of population),2008,98.74991608
China,Access to electricity (% of population),2009,99.11564636
China,Access to electricity (% of population),2010,99.7
China,Access to electricity (% of population),2011,99.74872589
China,Access to electricity (% of population),2012,99.91638184
China,Access to electricity (% of population),2013,99.98311615
China,Access to electricity (% of population),2014,99.99848938
China,Individuals using the Internet (% of population),2000,1.7759132069999999
China,Individuals using the Internet (% of population),2001,2.639650215
China,Individuals using the Internet (% of population),2002,4.595704331
China,Individuals using the Internet (% of population),2003,6.2
China,Individuals using the Internet (% of population),2004,7.3
China,Individuals using the Internet (% of population),2005,8.523257003
China,Individuals using the Internet (% of population),2006,10.52315262
China,Individuals using the Internet (% of population),2007,16.0
China,Individuals using the Internet (% of population),2008,22.6
China,Individuals using the Internet (% of population),2009,28.9
China,Individuals using the Internet (% of population),2010,34.3
China,Individuals using the Internet (% of population),2011,38.3
China,Individuals using the Internet (% of population),2012,42.30011749
China,Individuals using the Internet (% of population),2013,45.8
China,Individuals using the Internet (% of population),2014,47.9
China,Mobile cellular subscriptions (per 100 people),2000,6.644332017000001
China,Mobile cellular subscriptions (per 100 people),2001,11.21820253
China,Mobile cellular subscriptions (per 100 people),2002,15.863053400000002
China,Mobile cellular subscriptions (per 100 people),2003,20.66477271
China,Mobile cellular subscriptions (per 100 people),2004,25.48113353
China,Mobile cellular subscriptions (per 100 people),2005,29.76687407
China,Mobile cellular subscriptions (per 100 people),2006,34.68664201
China,Mobile cellular subscriptions (per 100 people),2007,40.941486600000005
China,Mobile cellular subscriptions (per 100 people),2008,47.69694564
China,Mobile cellular subscriptions (per 100 people),2009,55.26452439999999
China,Mobile cellular subscriptions (per 100 people),2010,63.17336105
China,Mobile cellular subscriptions (per 100 people),2011,72.12191839
China,Mobile cellular subscriptions (per 100 people),2012,80.87231798
China,Mobile cellular subscriptions (per 100 people),2013,88.88624773
China,Mobile cellular subscriptions (per 100 people),2014,92.51732892
China,Telephone lines (per 100 people),2000,11.28655831
China,Telephone lines (per 100 people),2001,13.97185992
China,Telephone lines (per 100 people),2002,16.49578906
China,Telephone lines (per 100 people),2003,20.11315686
China,Telephone lines (per 100 people),2004,23.72558796
China,Telephone lines (per 100 people),2005,26.51625086
China,Telephone lines (per 100 people),2006,27.66953684
China,Telephone lines (per 100 people),2007,27.35165033
China,Telephone lines (per 100 people),2008,25.31650886
China,Telephone lines (per 100 people),2009,23.20386097
China,Telephone lines (per 100 people),2010,21.64970733
China,Telephone lines (per 100 people),2011,20.84966105
China,Telephone lines (per 100 people),2012,20.22638739
China,Telephone lines (per 100 people),2013,19.30765914
China,Telephone lines (per 100 people),2014,17.94317934
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2000,43.79000092
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2001,42.625
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2002,41.27999878
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2003,39.24700165
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2004,37.95999908
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2005,35.82500076
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2006,33.50400162
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2007,31.24399948
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2008,29.54599953
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2009,27.84499931
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2010,26.23399925
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2011,24.50699997
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2012,23.16900063
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2013,21.9279995
China,Employment in agriculture (% of total employment) (modeled ILO estimate),2014,20.72999954
China,Employment in industry (% of total employment) (modeled ILO estimate),2000,28.12100029
China,Employment in industry (% of total employment) (modeled ILO estimate),2001,28.05200005
China,Employment in industry (% of total employment) (modeled ILO estimate),2002,28.03800011
China,Employment in industry (% of total employment) (modeled ILO estimate),2003,29.38999939
